reference_vaddr	symbol_addr	symbol_type	caller_function	data
0x410617	0x40f6b0	string	0x4105bc	SVWUQf
0x41066e	0x40f6b0	string	0x4105bc	SVWUQf
0x4106da	0x40f6b0	string	0x4105bc	SVWUQf
0x410816	0x40f6b0	string	0x4105bc	SVWUQf
0x41081f	0x41082b	string	0x4105bc	h8`A
0x410872	0x40f6b0	string	0x4105bc	SVWUQf
0x410a68	0x410a75	string	0x410a18	BHu܃ blocks=Basic Latin,Syriac
0x4115d0	0x4115eb	string	0x411454	@Ou݅ blocks=Basic Latin,Syriac
0x4115d7	0x4115eb	string	0x411454	@Ou݅ blocks=Basic Latin,Syriac
0x4115de	0x4115eb	string	0x411454	@Ou݅ blocks=Basic Latin,Syriac
0x4115e5	0x4115eb	string	0x411454	@Ou݅ blocks=Basic Latin,Syriac
0x411949	0x408cf0	string	0x411640	SVWU
0x4119b0	0x408cf0	string	0x411640	SVWU
0x411aa6	0x40f61c	string	0x411640	SVWUQ
0x411aaf	0x410ad0	string	0x411640	SVWU
0x411abc	0x40e954	string	0x411640	SVWU
0x411cc6	0x411cd2	string	0x411c40	3\tE\b
0x411ccd	0x411ddb	string	0x411c40	Z]_^[Í@ blocks=Basic Latin,Latin-1 Supplement
0x411cf5	0x411ddb	string	0x411c40	Z]_^[Í@ blocks=Basic Latin,Latin-1 Supplement
0x411d2f	0x411ddb	string	0x411c40	Z]_^[Í@ blocks=Basic Latin,Latin-1 Supplement
0x411d87	0x40474c	string	0x411c40	SVWU
0x411dd4	0x411ddb	string	0x411c40	Z]_^[Í@ blocks=Basic Latin,Latin-1 Supplement
0x412080	0x411c40	string	0x411de4	SVWUQ
0x4120d7	0x411c40	string	0x4120cc	SVWUQ
0x412268	0x41c818	import	0x412268	wininet.dll.HttpOpenRequestW
0x412270	0x41c814	import	0x412270	wininet.dll.HttpSendRequestW
0x412278	0x41c810	import	0x412278	wininet.dll.InternetCloseHandle
0x412280	0x41c80c	import	0x412280	wininet.dll.InternetConnectW
0x412288	0x41c808	import	0x412288	wininet.dll.InternetOpenW
0x412290	0x41c804	import	0x412290	wininet.dll.InternetQueryDataAvailable
0x412298	0x41c800	import	0x412298	wininet.dll.InternetReadFile
0x41230f	0x40c5f0	string	0x412298	;P4t'
0x4123fc	0x4127c8	string	0x412298	FRMAIN_IL
0x412414	0x40a624	string	0x412298	SVWU
0x412497	0x4127e0	string	0x412298	Update progress
0x412766	0x4134b8	string	0x412298	SVWU
0x412824	0x41c820	import	0x412824	wininet.dll.HttpQueryInfoW
0x412856	0x4128e0	string	0x412834	%allusersprofile%\Application Data
0x4128b5	0x412928	string	0x412834	%allusersprofile%
0x412c3f	0x412db8	string	0x412c28	Mozilla
0x412c54	0x412dc8	string	0x412c28	anonymous
0x41303d	0x413074	string	0x413038	WinwebSecurity
0x41305c	0x4130a0	string	0x413038	install/ws.zip
0x413132	0x41338c	string	0x4130c8	{4889347E-0111-4505-9793-F19BE8BAA6DA}
0x413186	0x4133f8	string	0x4130c8	.exe
0x413195	0x405144	string	0x4130c8	SVWRP
0x4131bf	0x405144	string	0x4130c8	SVWRP
0x4131d4	0x408cf0	string	0x4130c8	SVWU
0x413201	0x404b1c	string	0x4130c8	SVRP
0x4132a5	0x413420	string	0x4130c8	in.php?url=5&affid=
0x4132d9	0x413454	string	0x4130c8	in.php?url=4&affid=
0x413333	0x413488	string	0x4130c8	00000
0x41334b	0x41349c	string	0x4130c8	winwebsecurity.com
0x4134f7	0x4135a8	string	0x4130c8	Bitmap_1
0x413561	0x4135bc	string	0x4130c8	Icon_1
0x41365e	0x4136f8	string	0x413658	Winweb Security
0x413668	0x413718	string	0x413658	ICON_1
0x413682	0x4136f8	string	0x413658	Winweb Security
0x41368c	0x413718	string	0x413658	ICON_1
0x4136a6	0x4136f8	string	0x413658	Winweb Security
0x4139b2	0x413ab0	string	0x413940	Information
0x4139bd	0x413ad4	string	0x413940	successfully installed!\r\n
0x4139c2	0x413b18	string	0x413940	Click OK to start
0x4139da	0x405144	string	0x413940	SVWRP
0x413a94	0x413aa9	string	0x413940	^[Y]
