reference_vaddr	symbol_addr	symbol_type	caller_function	data
0x1001e2a3	0x10026248	import	0x1001e1e0	USER32.dll.EqualRect
0x1001e2a9	0x100261d4	import	0x1001e1e0	KERNEL32.dll.GetCurrentProcessId
0x1001e2b1	0x10026204	import	0x1001e1e0	KERNEL32.dll.SetEvent
0x1001e329	0x10026204	import	0x1001e320	KERNEL32.dll.SetEvent
0x1001e333	0x10026210	import	0x1001e320	KERNEL32.dll.WaitForSingleObject
0x1001e365	0x10026204	import	0x1001e320	KERNEL32.dll.SetEvent
0x1001e387	0x10026204	import	0x1001e320	KERNEL32.dll.SetEvent
0x1001e3c4	0x10026210	import	0x1001e320	KERNEL32.dll.WaitForSingleObject
0x1001e3e8	0x100261d8	import	0x1001e320	KERNEL32.dll.GetLastError
0x1001e403	0x100261d4	import	0x1001e320	KERNEL32.dll.GetCurrentProcessId
0x1001e413	0x100261d0	import	0x1001e320	KERNEL32.dll.GetCurrentProcess
0x1001e42c	0x100261d8	import	0x1001e320	KERNEL32.dll.GetLastError
0x1001e47f	0x1002623c	import	0x1001e320	USER32.dll.DispatchMessageW
0x1001e4bf	0x1002627c	import	0x1001e320	USER32.dll.InsertMenuW
0x1001e5a1	0x10026294	import	0x1001e540	USER32.dll.LoadIconA
0x1001e5f9	0x100261d0	import	0x1001e5f0	KERNEL32.dll.GetCurrentProcess
0x1001e614	0x10026204	import	0x1001e5f0	KERNEL32.dll.SetEvent
0x1001e627	0x100261d4	import	0x1001e5f0	KERNEL32.dll.GetCurrentProcessId
0x1001e670	0x100261d4	import	0x1001e5f0	KERNEL32.dll.GetCurrentProcessId
0x1001e69a	0x10026210	import	0x1001e5f0	KERNEL32.dll.WaitForSingleObject
0x1001e6da	0x100261d4	import	0x1001e5f0	KERNEL32.dll.GetCurrentProcessId
0x1001e70d	0x10026298	import	0x1001e5f0	USER32.dll.LoadImageW
0x1001e715	0x10026204	import	0x1001e5f0	KERNEL32.dll.SetEvent
0x1001e774	0x100261d8	import	0x1001e740	KERNEL32.dll.GetLastError
0x1001e790	0x10026204	import	0x1001e740	KERNEL32.dll.SetEvent
0x1001e7c0	0x10026210	import	0x1001e740	KERNEL32.dll.WaitForSingleObject
0x1001e7c9	0x100261d8	import	0x1001e740	KERNEL32.dll.GetLastError
0x1001e7d2	0x100261d4	import	0x1001e740	KERNEL32.dll.GetCurrentProcessId
0x1001e7dd	0x100261d8	import	0x1001e740	KERNEL32.dll.GetLastError
0x1001e806	0x10026210	import	0x1001e740	KERNEL32.dll.WaitForSingleObject
0x1001e847	0x1002626c	import	0x1001e740	USER32.dll.GetSystemMetrics
0x1001e864	0x100261d8	import	0x1001e740	KERNEL32.dll.GetLastError
0x1001e87e	0x10026318	import	0x1001e740	GDI32.dll.SetTextColor
0x1001e887	0x100261c8	import	0x1001e740	KERNEL32.dll.ExitThread
0x1001e8b7	0x10026204	import	0x1001e8a0	KERNEL32.dll.SetEvent
0x1001e8ee	0x100261d8	import	0x1001e8a0	KERNEL32.dll.GetLastError
0x1001e909	0x100261d8	import	0x1001e8a0	KERNEL32.dll.GetLastError
0x1001ea21	0x10026228	import	0x1001e9b0	USER32.dll.CreateDialogParamW
0x1001ea7c	0x100261d4	import	0x1001ea70	KERNEL32.dll.GetCurrentProcessId
0x1001ea87	0x10026210	import	0x1001ea70	KERNEL32.dll.WaitForSingleObject
0x1001ea99	0x10026204	import	0x1001ea70	KERNEL32.dll.SetEvent
0x1001eab3	0x100261d0	import	0x1001ea70	KERNEL32.dll.GetCurrentProcess
0x1001eac7	0x100261d8	import	0x1001ea70	KERNEL32.dll.GetLastError
0x1001eb39	0x100262a4	import	0x1001ea70	USER32.dll.OffsetRect
0x1001eb40	0x100261b4	import	0x1001ea70	KERNEL32.dll.CloseHandle
0x1001eb4b	0x1002630c	import	0x1001ea70	GDI32.dll.GetObjectW
0x1001eb51	0x100261d0	import	0x1001ea70	KERNEL32.dll.GetCurrentProcess
0x1001eb59	0x10026204	import	0x1001ea70	KERNEL32.dll.SetEvent
0x1001eba7	0x100261d8	import	0x1001eb70	KERNEL32.dll.GetLastError
0x1001ebc2	0x10026210	import	0x1001eb70	KERNEL32.dll.WaitForSingleObject
0x1001ebea	0x10026210	import	0x1001eb70	KERNEL32.dll.WaitForSingleObject
0x1001ebff	0x10026204	import	0x1001eb70	KERNEL32.dll.SetEvent
0x1001ec52	0x10026270	import	0x1001eb70	USER32.dll.GetWindowRect
0x1001ec5e	0x10026218	import	0x1001eb70	KERNEL32.dll.lstrcmpW
0x1001ecc5	0x10026210	import	0x1001ecb0	KERNEL32.dll.WaitForSingleObject
0x1001ece3	0x10026204	import	0x1001ecb0	KERNEL32.dll.SetEvent
0x1001eceb	0x100261d8	import	0x1001ecb0	KERNEL32.dll.GetLastError
0x1001ed0c	0x1001ed3e	string	0x1001ecb0	^_[]Ð blocks=Basic Latin,Latin-1 Supplement
0x1001ed18	0x1001ed3e	string	0x1001ecb0	^_[]Ð blocks=Basic Latin,Latin-1 Supplement
0x1001ed1a	0x100261d4	import	0x1001ecb0	KERNEL32.dll.GetCurrentProcessId
0x1001ed2a	0x1001ed3e	string	0x1001ecb0	^_[]Ð blocks=Basic Latin,Latin-1 Supplement
0x1001ed32	0x1001ed3e	string	0x1001ecb0	^_[]Ð blocks=Basic Latin,Latin-1 Supplement
0x1001ed38	0x10026234	import	0x1001ecb0	USER32.dll.DefWindowProcW
0x1001eda2	0x10026204	import	0x1001ed50	KERNEL32.dll.SetEvent
0x1001edb4	0x10026204	import	0x1001ed50	KERNEL32.dll.SetEvent
0x1001eded	0x100261d8	import	0x1001ed50	KERNEL32.dll.GetLastError
0x1001ee1c	0x10026304	import	0x1001ed50	GDI32.dll.GetDeviceCaps
0x1001ee26	0x10026210	import	0x1001ed50	KERNEL32.dll.WaitForSingleObject
0x1001ee48	0x100261d4	import	0x1001ee40	KERNEL32.dll.GetCurrentProcessId
0x1001ee52	0x100261d0	import	0x1001ee40	KERNEL32.dll.GetCurrentProcess
0x1001ee58	0x10026210	import	0x1001ee40	KERNEL32.dll.WaitForSingleObject
0x1001ee8d	0x100261d8	import	0x1001ee40	KERNEL32.dll.GetLastError
0x1001eedd	0x100261d8	import	0x1001eec0	KERNEL32.dll.GetLastError
0x1001eef7	0x10026204	import	0x1001eec0	KERNEL32.dll.SetEvent
0x1001ef3e	0x100261d4	import	0x1001ef10	KERNEL32.dll.GetCurrentProcessId
0x1001ef65	0x1001ef72	string	0x1001ef10	^_[]Ð blocks=Basic Latin,Latin-1 Supplement
0x1001ef69	0x1001ef72	string	0x1001ef10	^_[]Ð blocks=Basic Latin,Latin-1 Supplement
0x1001ef6c	0x1002623c	import	0x1001ef10	USER32.dll.DispatchMessageW
0x1001efaa	0x100261d8	import	0x1001ef80	KERNEL32.dll.GetLastError
0x1001efc4	0x10026204	import	0x1001ef80	KERNEL32.dll.SetEvent
0x1001efcc	0x100261d4	import	0x1001ef80	KERNEL32.dll.GetCurrentProcessId
0x1001efe5	0x10026204	import	0x1001ef80	KERNEL32.dll.SetEvent
0x1001f009	0x100261d4	import	0x1001ef80	KERNEL32.dll.GetCurrentProcessId
0x1001f047	0x100261b4	import	0x1001ef80	KERNEL32.dll.CloseHandle
0x1001f056	0x10026210	import	0x1001ef80	KERNEL32.dll.WaitForSingleObject
0x1001f097	0x10026244	import	0x1001ef80	USER32.dll.EnableWindow
0x1001f0a1	0x10026210	import	0x1001ef80	KERNEL32.dll.WaitForSingleObject
0x1001f143	0x100261d8	import	0x1001f0c0	KERNEL32.dll.GetLastError
0x1001f213	0x100261d4	import	0x1001f210	KERNEL32.dll.GetCurrentProcessId
0x1001f21a	0x100261d8	import	0x1001f210	KERNEL32.dll.GetLastError
0x1001f251	0x100262e4	import	0x1001f220	GDI32.dll.CombineRgn
0x1001f32e	0x10026208	import	0x1001f290	KERNEL32.dll.SetFilePointer
0x1001f3e3	0x10026314	import	0x1001f390	GDI32.dll.LineTo
0x1001f3ec	0x100262dc	import	0x1001f390	USER32.dll.UpdateWindow
0x1001f4c4	0x10026210	import	0x1001f480	KERNEL32.dll.WaitForSingleObject
0x1001f4cf	0x100261d4	import	0x1001f480	KERNEL32.dll.GetCurrentProcessId
0x1001f4d5	0x100261d8	import	0x1001f480	KERNEL32.dll.GetLastError
0x1001f4fe	0x1001f504	string	0x1001f480	1ɋU\b9 blocks=Basic Latin,Latin Extended-B
0x1001f774	0x1001f778	string	0x1001f710	hA}W(
0x1001f8e0	0x10026314	import	0x1001f890	GDI32.dll.LineTo
0x1001f8eb	0x1002628c	import	0x1001f890	USER32.dll.IsIconic
0x1001f989	0x100262c4	import	0x1001f920	USER32.dll.SetMenuItemInfoW
0x1001f994	0x100262d4	import	0x1001f920	USER32.dll.ShowWindow
0x1001fa7e	0x1001fa93	string	0x1001fa30	hT}j
0x1001fa86	0x1001fa93	string	0x1001fa30	hT}j
0x1001fae6	0x100261d4	import	0x1001fad0	KERNEL32.dll.GetCurrentProcessId
0x1001fafd	0x100261d8	import	0x1001fad0	KERNEL32.dll.GetLastError
0x1001fb53	0x10026210	import	0x1001fad0	KERNEL32.dll.WaitForSingleObject
0x1001fb5a	0x10026200	import	0x1001fad0	KERNEL32.dll.ResetEvent
0x1001fba9	0x10026210	import	0x1001fba0	KERNEL32.dll.WaitForSingleObject
0x1001fbc9	0x100261d4	import	0x1001fba0	KERNEL32.dll.GetCurrentProcessId
0x1001fbdd	0x100261d8	import	0x1001fba0	KERNEL32.dll.GetLastError
0x1001fc30	0x10026204	import	0x1001fba0	KERNEL32.dll.SetEvent
0x1001fc36	0x100261d0	import	0x1001fba0	KERNEL32.dll.GetCurrentProcess
0x1001fd68	0x1002625c	import	0x1001fcd0	USER32.dll.GetMessageA
0x10020001	0x10026314	import	0x1001ff90	GDI32.dll.LineTo
0x1002011b	0x10026204	import	0x10020110	KERNEL32.dll.SetEvent
0x10020121	0x100261d8	import	0x10020110	KERNEL32.dll.GetLastError
0x10020129	0x100261d0	import	0x10020110	KERNEL32.dll.GetCurrentProcess
0x10020163	0x100261d0	import	0x10020110	KERNEL32.dll.GetCurrentProcess
0x1002020b	0x1002624c	import	0x10020110	USER32.dll.FillRect
0x1002034d	0x100261d4	import	0x10020340	KERNEL32.dll.GetCurrentProcessId
0x10020378	0x10026204	import	0x10020340	KERNEL32.dll.SetEvent
0x100203b0	0x10026210	import	0x10020340	KERNEL32.dll.WaitForSingleObject
0x100203c5	0x10026204	import	0x10020340	KERNEL32.dll.SetEvent
0x1002044f	0x10026244	import	0x10020400	USER32.dll.EnableWindow
0x1002045c	0x10026270	import	0x10020400	USER32.dll.GetWindowRect
0x10020468	0x10026310	import	0x10020400	GDI32.dll.GetRgnBox
0x1002068a	0x100262ac	import	0x10020640	USER32.dll.ReleaseCapture
0x100207cb	0x10026310	import	0x10020760	GDI32.dll.GetRgnBox
0x100207d8	0x10026258	import	0x10020760	USER32.dll.GetFocus
0x10020879	0x10026290	import	0x10020830	USER32.dll.LoadCursorW
0x10020897	0x100261e8	import	0x10020830	KERNEL32.dll.GetSystemTime
0x100209d1	0x1002620c	import	0x10020980	KERNEL32.dll.VirtualFree
0x10020a5d	0x10026210	import	0x10020a40	KERNEL32.dll.WaitForSingleObject
0x10020a6d	0x100261d8	import	0x10020a40	KERNEL32.dll.GetLastError
0x10020a73	0x100261d4	import	0x10020a40	KERNEL32.dll.GetCurrentProcessId
0x10020b00	0x100261e4	import	0x10020ab0	KERNEL32.dll.GetProcessHeap
0x10020b0a	0x10026294	import	0x10020ab0	USER32.dll.LoadIconA
0x10020d65	0x100261cc	import	0x10020d20	KERNEL32.dll.GetCommandLineW
0x10020d77	0x10026278	import	0x10020d20	USER32.dll.InflateRect
0x100210f7	0x100262a8	import	0x10021060	USER32.dll.RegisterClassExW
0x10021126	0x10026280	import	0x10021060	USER32.dll.IntersectRect
0x100213b8	0x10026224	import	0x10021330	USER32.dll.CallWindowProcW
0x100213c1	0x100262a0	import	0x10021330	USER32.dll.MessageBeep
0x100213d5	0x1002621c	import	0x10021330	KERNEL32.dll.lstrcmpiW
0x100213f7	0x100261f0	import	0x10021330	KERNEL32.dll.HeapAlloc
0x1002155d	0x10026228	import	0x100214c0	USER32.dll.CreateDialogParamW
0x10021801	0x10021844	string	0x100217d0	1ɊE\b:E\ft blocks=Basic Latin,Latin Extended-B
0x1002180b	0x10021844	string	0x100217d0	1ɊE\b:E\ft blocks=Basic Latin,Latin Extended-B
0x10021813	0x10021844	string	0x100217d0	1ɊE\b:E\ft blocks=Basic Latin,Latin Extended-B
0x10021819	0x10021844	string	0x100217d0	1ɊE\b:E\ft blocks=Basic Latin,Latin Extended-B
0x1002181d	0x100262fc	import	0x100217d0	GDI32.dll.EqualRgn
0x10021833	0x100262bc	import	0x100217d0	USER32.dll.SetDlgItemInt
0x10021b4f	0x10026318	import	0x10021b10	GDI32.dll.SetTextColor
0x10021b8d	0x1002630c	import	0x10021b10	GDI32.dll.GetObjectW
0x10021cdb	0x10026230	import	0x10021c80	USER32.dll.CreatePopupMenu
0x100220ce	0x10026308	import	0x10022080	GDI32.dll.GetObjectA
0x100220de	0x10026240	import	0x10022080	USER32.dll.DrawTextW
0x1002217d	0x100262f0	import	0x10022110	GDI32.dll.CreateRectRgnIndirect
0x10022226	0x10026244	import	0x100221b0	USER32.dll.EnableWindow
0x10022328	0x100261b8	import	0x100222c0	KERNEL32.dll.CreateThread
0x100223fa	0x10026210	import	0x10022390	KERNEL32.dll.WaitForSingleObject
0x10022405	0x100261fc	import	0x10022390	KERNEL32.dll.InitializeCriticalSection
0x10022492	0x100262c8	import	0x10022450	USER32.dll.SetPropW
0x1002249d	0x10026214	import	0x10022450	KERNEL32.dll.WriteFile
0x100224a8	0x10026238	import	0x10022450	USER32.dll.DestroyWindow
0x10022787	0x100262f4	import	0x100226e0	GDI32.dll.CreateSolidBrush
0x100227b9	0x10026230	import	0x100226e0	USER32.dll.CreatePopupMenu
0x10022ad0	0x10026268	import	0x10022a80	USER32.dll.GetSysColorBrush
0x10022add	0x10026304	import	0x10022a80	GDI32.dll.GetDeviceCaps
0x10022cac	0x100261e0	import	0x10022c50	KERNEL32.dll.GetProcAddress
0x10022cb7	0x10026284	import	0x10022c50	USER32.dll.InvalidateRect
0x10022d1b	0x10026250	import	0x10022c50	USER32.dll.GetClassNameW
0x10023065	0x10026274	import	0x10023020	USER32.dll.GetWindowTextW
0x10023177	0x100261d4	import	0x10023150	KERNEL32.dll.GetCurrentProcessId
0x1002317d	0x100261d8	import	0x10023150	KERNEL32.dll.GetLastError
0x10023195	0x100261d0	import	0x10023150	KERNEL32.dll.GetCurrentProcess
0x100231dd	0x10026210	import	0x100231c0	KERNEL32.dll.WaitForSingleObject
0x100231ed	0x100261d8	import	0x100231c0	KERNEL32.dll.GetLastError
0x10023244	0x10023263	string	0x100231c0	^_[]Ð blocks=Basic Latin,Latin-1 Supplement
0x1002324b	0x10023263	string	0x100231c0	^_[]Ð blocks=Basic Latin,Latin-1 Supplement
0x10023253	0x10023263	string	0x100231c0	^_[]Ð blocks=Basic Latin,Latin-1 Supplement
0x10023257	0x10023263	string	0x100231c0	^_[]Ð blocks=Basic Latin,Latin-1 Supplement
0x1002325d	0x10026210	import	0x100231c0	KERNEL32.dll.WaitForSingleObject
0x1002327e	0x100261d8	import	0x10023270	KERNEL32.dll.GetLastError
0x1002328e	0x100261d4	import	0x10023270	KERNEL32.dll.GetCurrentProcessId
0x100232a6	0x10026204	import	0x10023270	KERNEL32.dll.SetEvent
0x100232be	0x10026210	import	0x10023270	KERNEL32.dll.WaitForSingleObject
0x100243cc	0x10024406	string	0x100243b0	^_[]
